	hemoglobin	name	weight	smoker	erytrocyty	alt	er-cv	etytr	alp	hbver	ast	hematokrit	leukocyty	indicator	trombocyty	ssn	relationship
7588	4.23534	Robert Gonzalez	51.60060	no	6.82223	2.82971	15.40660	5.45691	34.53898	8.69654	62.21173	6.56688	5.82245	1.00000	9.22785	062-63-6625	divoced
7589	3.65591	Rachel Mathews	76.69987	no	8.48315	8.72601	45.11160	7.42387	12.61904	4.77222	33.43386	5.76716	5.96263	1.00000	6.86079	041-04-6312	nop
7590	5.82522	Jennifer Woodward	97.72540	no	5.97374	2.37612	27.23320	6.27725	86.85034	9.81918	59.16748	7.28096	6.15327	1.00000	8.44000	818-04-9854	divoced
7591	7.68696	Annette Cobb	57.56072	Y	8.89234	14.76774	70.69298	4.81159	56.59297	8.63592	73.56505	5.70324	5.80275	1.00000	8.16714	688-65-4448	married
7592	4.38911	David Allen	98.97590	no	8.44266	9.11104	47.44340	7.26629	32.59619	5.25192	43.42341	6.75261	8.40630	1.00000	5.39227	027-43-3189	single
7593	4.88649	Sandra Alvarado	57.20273	no	7.77211	7.01377	43.72481	6.50256	54.17747	4.91755	61.73544	6.90921	7.89654	1.00000	7.73585	540-55-7629	married
7594	4.92680	Jim Smith	31.94887	N	7.08764	4.29683	68.92452	6.31677	55.58929	7.97784	35.68304	6.85777	5.22590	1.00000	8.42435	826-29-7658	single
7595	7.62164	Randall Ashley	39.98957	no	8.52071	10.11891	52.78948	6.14032	54.25501	8.59986	64.57250	6.67323	6.14265	1.00000	7.56484	150-61-9268	divoced
7596	6.56342	Jennifer Sparks	82.88734	Y	6.82015	3.76120	35.57748	5.83644	79.18578	9.86811	62.04974	6.99874	7.55255	1.00000	8.36019	613-30-0295	divoced
7597	6.37359	Jesus Hatfield	99.47214	yes	6.97102	4.57847	42.83861	9.07653	83.00797	7.77843	42.37206	6.26472	7.52939	0.00000	5.13046	698-29-4882	married
7598	5.67033	Michele Vega	72.43767	no	8.02866	6.07747	63.02674	6.75170	86.83641	8.65862	50.67200	7.17389	5.72241	0.00000	6.32623	367-72-4775	divoced
7599	5.76923	Melissa Williams	-8.49165	Y	6.17865	2.38814	47.28069	6.48421	81.36333	6.03351	38.05368	7.32735	6.84435	1.00000	4.37653	386-77-3580	married
7600	10.86381	Brian Sims	52.35273	no	6.03973		49.99725	7.11170	45.92622	3.19882	63.11940	8.89318	7.68644	0.00000	5.89720	745-43-3948	single
7601	4.62249	Elizabeth Torres	93.33227	no	7.75095	5.40137	37.22466	6.67755	46.19533	5.61345	60.72857	7.63112	5.81286	0.00000	5.59639	299-88-3445	divoced
7602	6.28268	Jacqueline Ramos	54.01860	N	7.49827	4.80186	45.91946	5.61818	86.24272	6.25255	52.57579	7.60537	6.59365	1.00000	5.20891	453-14-6886	divoced
7603	6.94575	Jennifer Hill	70.90885	yes	8.07679	7.46452	54.61194	6.59949	79.20183	7.87412	53.19599	6.48459	6.84412	0.00000	3.68921	857-66-6633	nop
7604	6.49774	Bradley Rivera	27.37006	no	6.12934	4.20906	32.43854	1.90317	89.43483	7.85823	60.87340	3.96908	5.84997	0.00000	6.47053	500-27-6985	separated
7605	4.71483	Jennifer Rich	92.57694	yes	5.90849	2.44324	38.34144	5.58130	48.89217	10.04225	41.43871	5.14305	8.40702	1.00000	9.23059	729-90-9252	divoced
7606	5.64306	Brandon Jordan	89.53079	N	8.11403	7.23198	59.77683	5.75121	86.48280	5.86114	61.20533	8.46979	6.46075	1.00000	6.29064	386-74-7686	married
7607	6.44339	Mark Martinez	87.37332	Y	8.58912	10.46637	47.18951	6.02255	84.68423	5.94418	66.99558	8.45868	6.87236	1.00000	5.26918	640-76-4489	married
7608	5.43927	Ronald Gardner	49.38213	no	6.38086	2.67467	40.37088	6.57060	76.35036	6.40339	46.67906	8.38180	6.65140	1.00000	7.80786	688-36-7797	divoced
7609	5.78574	Larry Nicholson	76.56644	no	5.82684	2.36589	49.75786	6.84303	87.00106	5.49704	62.31379	6.52174	6.02900	1.00000	5.08174	242-35-6988	married
7610	7.15766	Sophia Wilson	-11.47266	yes	5.60246	2.12433	68.78705	5.23863	70.34935	7.51881	58.02421	6.69725	7.46400	0.00000	7.96218	510-37-0037	nop
7611	6.72698	William Weaver	58.02597	yes	6.80108	4.21342	36.14545	7.86077	85.49451	6.55134	57.70860	7.62657	5.86192	0.00000	4.65563	705-61-3729	widowed
7612	7.81527	Marie Howard	103.20559	no	7.02331	3.57218	59.02215	4.85589	54.46416	7.14133	31.89261	7.61100	7.31439	1.00000	3.71884	100-59-8597	single
7613	5.53924	Richard Parker	16.26255	no	6.56023	3.70170	28.78904	6.12893	77.34155	7.99159	77.46164	7.87084	8.01613	1.00000	8.26624	746-67-4811	married
7614	9.14300	Jared Hayes	113.64894	no	6.98414	3.64022	54.56180	3.96294	16.39153	5.65845	46.27225	6.70219	5.19242	0.00000	4.44121	121-65-8787	married
7615	8.72901	Caitlin Carroll	30.95316	Y	6.15180	3.39739	45.46301	5.41149	19.34404	7.40625	52.32692	6.75515	7.94964	1.00000	7.23310	502-03-1188	separated
7616	5.31974	Rita Dean	30.19784	yes	8.04586	7.71663	41.10821	6.27062	70.23751	6.00209	35.76581	9.42503	5.57152	1.00000	5.10126	881-14-4281	married
7617	9.67027	Alicia Wang	38.44711	no	6.14087	3.70113	36.60680	8.01296	16.25436	4.13073	26.76957	6.05874	6.93117	0.00000	7.18817	180-88-8326	married
7618	5.38764	Brittney Anderson	30.17608	no	8.09775	8.13858	46.45460	6.05953	75.00947	6.38524	81.11035	7.81170	7.75721	1.00000	8.06437	025-64-6020	single
7619	8.71506	Anthony Le	40.16174	no	6.67482	3.73743	44.95509	6.61543	26.32316	7.70934	63.84094	6.72284	7.39473	0.00000	4.14782	432-02-1055	divoced
7620	8.02288	Cindy Mclean	3.04277	Y	7.55837	4.44435	72.73214	5.92665	43.12912	7.21994	52.86808	6.37592	7.88766	0.00000	4.31676	683-85-4003	divoced
7621	7.99624	Eric Everett	64.70505	Y	8.64521	9.87948	45.34828	4.22550	43.73777	7.20046	48.84684	8.18176	4.82029	1.00000	4.70640	201-53-5100	married
7622	5.13360	Melissa Thompson	110.70934	yes	9.75277	31.17079	44.34602	4.68934	69.59789	6.66742	20.44526	6.14739	6.92986	1.00000	8.84806	227-71-1836	divoced
7623	3.29138	Michael York	9.86285	no	5.90088	3.11321	55.80861	6.34419	9.85051	5.59047	51.12883	6.84088	6.76328	1.00000	6.77541	340-11-8328	widowed
7624	6.73675	Deborah Moody	50.34845	Y	7.40552	3.97662	66.85932	5.04520	79.79953	6.53778	41.23395	7.33721	7.90334	1.00000	5.42624	076-99-0285	married
7625	5.58045	Sonia Long	25.14199	no	7.57931	4.37953	10.17527	6.77885	81.65168	5.63265	52.50522	7.21403	7.57340	1.00000	7.51073	339-04-2171	nop
7626	6.41069	Teresa Townsend	16.81004	no	6.34177	4.16350	54.44889	12.15332	86.25600	6.19233	62.87028	7.58013	7.69950	1.00000	5.55022	324-64-6216	single
7627	3.92325	Lisa Reed	42.82666	yes	6.43585	4.07806	35.51834	7.08213	23.69520	5.29781	62.21392	8.11697	5.87711	1.00000	5.95829	345-89-6020	widowed
7628	4.73682	Cheryl Wright	24.64044	Y	7.48625	5.03237	47.02269	6.43813	45.18524	5.12168	44.08802	7.05488	6.08035	1.00000	7.35066	302-10-7995	married
7629	5.37705	Kevin Mitchell	41.49510	no	7.99719	6.76686	61.14855	6.69019	73.70235	4.89566	46.98846	6.50010	4.40987	1.00000	7.44197	672-96-4371	widowed
7630	4.50641	Jennifer Smith	71.00091	Y	6.08842	1.56075	34.84760	5.05595	41.76577	6.26092	35.58289	7.92749	8.60982	1.00000	8.84565	158-95-8343	single
7631	9.90358	Patrick Koch	105.87330	N	6.89179	3.52914	39.89122	5.03848	20.46681	3.64574	57.32919	8.98872	5.68027	0.00000	7.03991	326-52-9561	married
7632	5.67253	Mr. Nicholas Jackson	26.63883	yes	6.97076	3.05512	61.22900	6.23437	77.92588	9.34064	48.79736	7.97348	9.46473	0.00000	6.08953	650-76-7074	single
7633	7.91878	Jeremy Trujillo	90.34172	no	5.99179	3.61742	43.08849	5.19199	37.52869	6.30639	50.29553	6.27511	8.43958	1.00000	5.44587	171-39-9064	nop
7634	5.42941	Mark Sullivan	42.79166	Y	7.97811	7.60149	60.26277	6.90296	73.06020	5.44907	48.87902	7.28939	8.01504	1.00000	5.32194	757-46-1178	divoced
7635	5.27479	Jeffrey Conley	84.31757	N	8.13539	7.84953	24.71334	5.39440	68.55064	9.75144	57.08991	5.91193	8.32950	1.00000	9.03898	521-83-9092	separated
7636	6.35800	Benjamin Austin	67.83143	Y	9.25566	18.59710	49.25280	5.56451	87.46522	12.46460	57.04468	9.03734	7.58048	1.00000	9.03727	767-15-5272	single
7637	5.99173	Wesley Turner	55.42391	Y	7.72082	7.93498	43.11597	5.60205	92.78658	9.85376	38.51459	5.36202	8.46979	0.00000	5.59552	472-01-3106	single
7638	6.32474	Kelly Fields	121.72531	no	7.06268	2.89761	37.05332	5.14803	76.95764	6.83769	59.45518	7.77800	6.22289	1.00000	4.65815	263-73-8763	divoced
7639	5.30664	Amy Fleming	103.29884	no	5.32863	1.25590	59.48115	6.62441	68.85537	5.48615	59.28104	7.10575	7.35746	1.00000	5.82636	690-21-7554	separated
7640	6.75366	Caitlin Harvey	109.11477	no	8.42108	10.01968	18.13161	5.52768	82.85335	6.10683	50.13730	8.21730	8.31034	1.00000	5.70489	060-93-4579	married
7641	8.27865	Kevin Ross	94.05297	no	8.02123	7.56508	65.23358	4.41912	39.79021	6.46802	55.52153	6.92413	7.07283	1.00000	6.35392	140-07-2581	single
7642	6.41784	Kylie Stevens	-0.40980	no	7.60002	6.22357	48.90109	5.33325	82.55777	6.05667	57.86094	7.86687	6.68655	1.00000	6.25525	353-22-6015	married
7643	5.48176	Nicholas Dominguez	38.32969	no	7.43698	6.92107	55.95721	6.35585	75.24763	11.03581	59.25688	7.15233	7.40491	1.00000	8.74607	318-79-7600	widowed
7644	6.34253	Linda Davis	43.82813	N	6.32697	3.88164	45.56712	5.58547	84.63832	5.61754	56.42988	7.58914	6.10294	1.00000	7.16147	381-98-2101	divoced
7645	5.48878	Kimberly Weber	92.83988	no	5.49954	1.41704	66.16115	10.26081	77.57121	9.19149	60.28932	5.31710	8.36626	0.00000	6.33969	821-85-2285	single
7646	5.55679	Brent Thomas	41.46165	no	5.05981	3.14013	66.90208	5.99074	73.75038	5.69103	33.79577	8.86265	5.61549	1.00000	6.39393	699-55-2846	widowed
7647	3.14564	Joshua Carpenter	54.43250	no	6.41775	3.01274	80.23606	7.11285	5.79012	5.23669	60.30816	6.22906	9.18898	1.00000	6.22429	812-55-9160	single
7648	7.52716	Alyssa Martinez	78.09635	no	6.37668	3.38628	58.48967	5.95587	65.13144	6.76587	61.77906	7.49516	8.00153	1.00000	7.34680	111-11-6713	widowed
7649	7.84632	Laurie Lynch	45.51166	yes	6.43981	4.55202	68.15026	5.89569	47.22738	5.82622	38.57893	7.90279	7.56553	0.00000	5.41056	322-88-0124	divoced
7650	5.38686	Tyler Young	59.00193	Y	7.12212	3.65995	48.66670	5.90089	69.77766	5.85796	63.01656	7.22695	8.61529	1.00000	6.38537	559-69-6074	nop
7651	7.38332	Jacob Stone	52.26841	no	5.63140	3.12104	46.59851	5.78505	65.86107	7.67446	49.95604	7.61623	8.23029	1.00000	7.64937	014-96-4336	nop
7652	9.31075	Ashley Rogers	114.93215	N	8.61820	11.11257	41.22755	4.65440	7.93620	5.59197	66.28962	7.30494	6.29110	0.00000	5.50030	597-76-7034	separated
7653	3.68095	Theresa Armstrong	77.48932	no	7.46654	5.21226	47.51137	7.33892	13.06447	4.88273	72.99445	6.38717	8.30024	1.00000	6.68644	782-42-6888	single
7654	10.25540	Jeremy Greer	90.33713	no	7.53570	4.59446	34.36157	4.47372	22.62748	5.35076	58.37279	4.53610	6.98256	0.00000		380-51-3969	divoced
7655	5.77354	Austin Black	115.47360	no	6.26550	3.63543	67.95259	5.37360	83.77049	6.11003	76.22459	5.78568	7.12921	1.00000	6.32876	889-30-2747	single
7656	6.70299	Rita Smith	75.22126	yes	5.79288	2.33379	67.47849	6.90960	83.59541	8.54527	54.61170	5.83805	6.95722	0.00000	4.93611	242-69-3799	married
7657	5.01199	Debra Moore	49.10419	yes	7.84036	6.66717	42.30723	5.75313	63.84991	8.53722	61.23268	5.28622	5.73759	1.00000	8.75572	634-27-6405	widowed
7658	6.05826	Courtney Morton	87.73335	Y	7.87441	6.14072	43.87125	5.64236	82.13710	6.58403	49.49289	7.05216	7.21076	1.00000	4.40051	310-84-6091	nop
7659	5.64000	Casey Evans	80.57430	no	7.36311	2.08690	60.65021	5.76542	78.05529	5.78151	38.88104	4.73294	6.16927	1.00000	6.61343	624-25-0647	married
7660	6.70417	Victoria Daniels	79.82027	N	7.76182	7.06693	59.82332	5.49815	80.86742	6.29352	47.62952	7.94201	7.39510	1.00000	5.28911	097-79-1345	married
7661	3.74919	Peggy Marquez	57.63230	no	9.45302	23.57088	66.97581	5.02883	16.71443	7.40709	34.28405	6.82209	8.19291	1.00000	9.36706	803-60-7355	single
7662	6.31891	Billy Bernard	-1.35303	yes	7.14771	3.92480	46.48771	7.92468	91.99669	8.62428	54.45188	8.08529	8.21592	0.00000	5.26505	755-86-7189	married
7663	5.14272	Angela Clark	69.28329	no	6.39786	4.29702	42.48140	6.86195	66.60008	6.23960	54.72415	7.27127	8.05964	1.00000	3.27073	866-43-6434	nop
7664	5.17382	Sarah Smith	108.81552	Y	6.87410	3.42984	58.32324	6.83170	66.77470	9.24052	33.61515	6.32493	7.47884	1.00000	8.32665	626-01-5344	single
7665	4.57577	Kellie Montes	60.43339	yes	6.85565	3.85327	43.14303	5.59416	45.74463	10.53717	57.63896	8.24622	7.00945	1.00000	9.37593	105-42-2648	widowed
7666	8.37282	Joshua Carpenter	85.34021	no	6.84274	3.02258	40.86427	3.78143	33.28941	7.18194	45.53798	7.85466	8.01912	1.00000	5.61511	812-55-9160	divoced
7667	6.93490	Adam Ortega	55.85952	no	7.05685	2.13874	39.07300	5.01826	73.19031	6.38702	42.23926	6.84645	5.57799	1.00000	5.74708	559-51-7442	married
7668	7.72397	Robert Morales	68.00412	Y	7.35955	4.67472	41.41545	4.44165	59.96010	6.82235	28.96249	7.19048	6.51662	1.00000	5.55854	243-34-2084	divoced
7669	5.05080	Lynn Thompson	77.46257	Y	8.20133	6.87241	63.42972	6.26039	65.13768	9.15929	51.42419	6.02487	7.95927	1.00000	8.62554	613-49-2331	widowed
7670	6.18219	Reginald Sims	82.82741	Y	7.07780	4.02110	43.00461	9.31490	85.13521	7.60789	45.10396	7.45824	6.31070	0.00000	5.34257	166-39-4221	married
7671	9.20340	Carrie Mosley	86.11587	no	7.91434	5.65227	35.12319	3.79446	10.76054	7.49205	60.45907	6.08890	6.44350	1.00000	4.34996	211-23-3346	married
7672	5.18578	Michael Liu	56.49163	yes	7.57779	5.04778	32.58056	9.37439	62.85737	8.77259	69.37649	7.16989	6.06634	0.00000	6.63180	351-25-1353	widowed
7673	4.51032	Kathy Lester	121.16605	yes	6.12638	2.19936	57.59778	8.85861	40.55000	8.92605	39.77182	6.67654	6.10805	0.00000	7.74636	604-35-3772	married
7674	5.36836	David Brown	86.48890	Y	7.60528	4.18977	42.52209	8.06477	72.66509	11.46006	65.09735	6.05130	8.22450	0.00000	6.26221	754-26-1734	single
7675	5.46942	Brian Chan	66.50665	yes	5.92827	1.48764	54.34791	5.06257	78.39100	7.02646	47.38186	5.18174	5.44235	1.00000	8.61720	487-37-9659	single
7676	5.62051	Heather Medina	42.37355	no	6.95363	2.92617	29.39116	6.23657	77.50922	8.02632	47.33331	5.83439	9.55387	0.00000	6.57970	622-05-5620	divoced
7677	8.31287	Jennifer Scott	2.38671	no	6.55707	2.15712	37.22876	6.23842	25.28439	6.18900	43.79942	7.64205	6.07059	0.00000	6.12305	621-75-0408	married
7678	7.59467	Jordan Hernandez	45.78055	no	4.93609	2.55099	60.45857	4.14938	55.91971	5.78240	61.91277	6.82609	7.39880	0.00000	5.82651	431-67-7844	divoced
7679	7.23703	Zachary Wright	90.57082	no	5.94044	1.67017	59.70317	5.44326	68.62921	6.10706	51.68598	7.16902	5.91192	1.00000	5.79226	500-83-5820	married
7680	3.59681	Michael Myers	85.61112	no	7.97673	7.63743	33.46168	7.40318	13.65004	5.36488	64.60483	7.32010	6.73197	1.00000	5.12107	158-37-5877	single
7681	3.60906	Corey Fisher	82.80020	yes	6.25360	5.38321	61.55855	7.11051	10.79166	5.22293	51.07632	7.67410	8.80675	1.00000	6.09622	489-30-5173	nop
7682	6.31350	Stacey Davis	112.60174	no	7.32942	5.16036	47.70220	7.17735	88.80112	9.72502	60.44427	7.70963	6.98440	0.00000	4.91578	635-54-5050	widowed
7683	5.12051	Mckenzie Ruiz	41.17790	Y	7.86888	7.35124	58.01835	5.93080	60.52288	6.41814	69.38448	5.10704	7.04980	1.00000	8.24011	870-51-8602	nop
7684	5.93784	Michele Lopez	66.42156	no	6.95730	3.87155	74.56171	8.36972	84.76710	7.43854	75.33592	6.53271	6.28985	0.00000	6.06971	750-37-1931	married
7685	10.23933	Hannah Morales	126.20662	Y	7.85663	6.58905	64.67223	7.51513	26.11407	4.43121	55.03149	7.24717	8.36010	0.00000	6.12241	523-64-9864	married
7686	6.83612	Melissa Obrien	135.39217	yes	7.51407	4.34235	62.56322	5.65486	80.80442	6.51703	56.64013	8.05859	6.13733	0.00000	5.03837	098-57-0336	separated
7687	6.61937	Sara Gregory	62.63567	no	7.90052	6.07446	56.82758	5.74731	82.77829	6.10308	68.91040	6.82428	8.41636	1.00000	5.38805	265-85-3315	separated
7688	6.11918	Jacqueline Massey	38.12010	no	7.29947	5.05991	55.24565	6.77233	82.36595	4.98874	56.64939	7.17566	4.97736	1.00000	6.76801	671-80-1268	separated
7689	6.28302	Shannon Fox	17.67163	no	7.70777	6.23076	67.99196	5.66095	80.48529	8.45979	60.08317	7.88530	7.30240	1.00000	8.28417	388-85-8805	married
7690	7.48225	Samantha Cruz	51.29874	no	8.16051	7.92813	58.29563	6.95138	60.47584	7.44156	53.03721	5.55732	7.36754	0.00000	6.92090	262-27-3988	married
7691	5.50731	Peter Fox	82.53213	no	7.19363	3.14122	35.00418	8.39300	81.13076	9.18586	52.27759	6.68452	8.12488	0.00000	6.67105	483-01-3800	separated
7692	6.93498	William Bates	68.40080	Y	8.24954	7.96780	55.93919	5.45226	78.65079	7.15338	72.02749	8.58265	7.85921	1.00000	7.86925	854-95-9433	married
7693	7.36940	Melinda Hayes	85.80958	no	6.47431	2.84074	58.00971	5.54489	74.07427	7.61100	47.79522	9.19217	7.57241	1.00000	7.73895	108-52-4158	divoced
7694	6.13123	Alison Richardson	56.33722	Y	7.01967	4.25169	34.26915	5.22560	87.12642	6.41841	49.81980	8.08745	8.23335	1.00000	5.80003	738-18-3017	single
7695	4.53848	Mary Harrison	45.70448	no	6.58035	3.60755	54.09299	6.46919	41.99716	5.98140	42.44588	6.46535	7.22883	1.00000	4.87949	062-50-2639	separated
7696	7.81382	Kayla Smith	47.51262	no	7.53170	5.05506	57.63646	4.90630	52.61677	6.71476	46.25946	5.85215	5.98086	1.00000	4.94640	262-63-3085	single
7697	7.84988	William Boyd	59.76261	no	7.01665	4.83881	59.71690	3.04133	44.50566	5.58889	68.79134	5.59543	6.67325	0.00000	4.45163	502-85-5618	separated
7698	7.03642	Karen Mcgrath PhD	53.09884	no	7.50358	5.42841	61.66814	5.11450	76.85405	8.55365	45.48455	7.48907	6.80743	1.00000	8.26174	714-47-8026	married
7699	5.13721	Jeremy Hayes	117.99444	N	6.61272	3.40989	53.26392	7.42347	66.32229	6.03908	55.15234	5.65376	6.58196	1.00000	7.46951	043-98-6513	married
7700	9.03438	Juan Young	76.85060	no	7.14634	4.07349	64.27207	4.55009	11.04794	3.53773	34.19030	7.08290	6.16664	0.00000	6.75071	139-83-5382	widowed
7701	7.87878	Katrina Garcia	122.32758	no	8.05070	6.35673	51.68489	4.11258	46.51215	9.83631	70.00973	8.70128	4.89737	1.00000	8.62950	803-24-2153	married
7702	7.41911	Kevin Ross	97.21045	yes	4.51601	2.36000	40.07956	8.06966	68.22997	6.91429	39.73934	6.96153	8.79370	0.00000	5.28792	140-07-2581	married
7703	4.58224	Katherine Heath	64.82473	no	8.46794	10.75693	36.33846	6.73940	53.22206	9.58168	54.34041	6.97788	8.12139	1.00000	8.65902	232-60-1967	divoced
7704	6.05945	Matthew Hatfield	12.49432	yes	6.17779	3.54211	67.52910	5.02459	78.04448	6.76662	52.48992	5.95677	7.20208	1.00000	5.16480	075-48-2377	married
7705	6.13950	Daniel Wolf	75.15759	Y	6.53757	3.34558	46.02734	6.54921	84.96525	7.11006	67.07874	8.11814	6.71819	1.00000	7.68499	092-82-8236	married
7706	5.66689	Jennifer Lewis DVM	135.34399	no	6.78788	2.78982	42.22989	6.76846	84.04911	5.14270	55.50186	8.53262	6.97699	1.00000	7.40374	646-11-8403	single
7707	3.73865	Todd Cooper	135.55449	no	7.06051	3.25741	47.70777	6.89356	16.40875	8.47506	60.93179	7.48097	7.49939	1.00000	8.71010	009-19-2086	divoced
7708	6.01403	David Wilcox	58.78784	yes	6.11905	3.74762	34.25301	5.52529	90.26074	6.37596	59.45279	7.90461	5.94856	1.00000	5.19185	502-88-5069	separated
7709	5.31858	Ashley Miller	84.20407	no	7.63814	6.39762	60.64636	6.47772	74.97138	5.08376	58.62188	8.15325	7.43954	1.00000	7.37926	297-31-0661	single
7710	5.27619	Shari Sanchez	17.01104	no	6.75094	1.78550		8.00465	64.11792	7.53754	36.86818		6.37265	0.00000	7.37418	526-37-6929	divoced
7711	7.01854	Brooke Macdonald	53.28868	no	8.25845	8.93392	31.31216	5.03136	81.54489	6.61479	44.13431	7.63044	6.91439	1.00000	5.24402	101-04-7314	widowed
7712	6.90646	Sean Moore	63.33406	Y	7.15130	4.21329	50.45243	4.83325	78.58675	8.87253	57.85458	7.77099	7.30866	1.00000	8.48882	325-13-4283	widowed
7713	6.76069	Tristan Anderson	50.19969	N	6.95439	4.69205	45.65363	6.08223	81.85615	9.52454	40.34914	7.79122	6.83927	1.00000	8.10303	074-83-0448	single
7714	5.96596	Christopher Hall	64.49538	no	7.65143	5.78767	52.00312	6.00832	90.52651	5.85522	51.30854	6.52510	7.03946	1.00000	5.81126	091-41-8149	married
7715	7.40508	Linda Pearson	39.85478	yes	6.84326	2.87373	67.80422	5.18461	59.49722	6.53737	36.84067	6.37738	6.62562	0.00000	6.14018	299-27-4533	divoced
7716	7.92398	Kristen Torres	78.68783	Y	9.68837	27.61375	50.72330	5.00595	43.37047	6.34829	50.87432	7.71134	7.43152	1.00000	5.57199	393-22-1831	single
7717	4.16562	Aaron Forbes	52.67426	N	7.95142	8.99250	49.42293	5.96270	28.61464	6.18910	70.28762	7.08908	5.94242	1.00000	5.42090	516-71-7635	widowed
7718	8.48296	Lance Heath	108.70035	Y	8.69256	11.43313	36.86851	7.23659	23.25075	5.39423	68.82774	7.84967	6.40554	0.00000	8.52222	491-79-5600	single
7719	7.47948	Alexandra Davis	77.32487	no	6.87570	3.59915	37.90353	5.77425	65.61194	6.27029	54.74310	6.48512	7.46815	1.00000	4.52934	750-69-6086	nop
7720	5.88980	Julie Parrish	53.80497	N	6.29285	3.44858	46.98055	5.16905	88.74521	6.67739	90.28058	7.42275	6.69595	1.00000	5.16299	224-32-9655	married
7721	4.14145	William Cooper	85.65350	no	8.04191	7.72159	42.14025	7.33536	30.39767	4.62398	36.17578	6.56624	6.25825	1.00000	7.18973	586-73-8061	divoced
7722	2.97567	Melissa Buchanan	85.96684	no	7.25928	4.80873	58.15328	5.32229	11.91305	10.50364	40.58585	6.33142	7.77229	1.00000	10.12142	089-14-5725	single
7723	5.94691	Elizabeth Hopkins	78.83950	N	7.65639	6.54080	37.70915	6.00612	85.16919	5.25702	39.16170	6.46247	8.32941	1.00000	7.56131	146-54-3084	widowed
7724	4.90765	Trevor Brown	57.05678	yes	7.03381	3.79174	43.40055	6.12151	58.37533	5.73813	59.52323	8.00502	7.86780	1.00000	6.29460	335-84-0926	married
7725	6.18480	Mark Galloway	119.81095	yes	7.69959	5.85508	50.32172	6.16370	83.83932	8.36397	32.95856	8.25115	6.59408	0.00000	5.43430	891-65-9549	nop
7726	5.89300	Christopher Howard	57.78375	no	7.49298	4.63766	40.39678	5.98696	83.85301	7.67291	41.96421	6.92770	6.73406	1.00000	8.15111	523-43-8594	nop
7727	6.74230	Shawn Thornton	67.26963	no	6.36645	2.76411	24.75533	4.44738	87.46133	6.93242	67.65861	6.21962	4.68658	1.00000	5.42465	172-08-7599	married
7728	6.97160	Jacob Davis	52.34090	no	7.86754	6.40282	45.70745	5.64761	71.25462	13.17505	47.51659	6.62772	5.57855	1.00000	8.90151	681-59-5301	divoced
7729	6.10852	Parker Williams	6.56110	no	4.85793	3.02835	51.12709	7.26305	85.73461	6.14917	65.24989	6.12530	7.39965	0.00000	6.12450	443-87-8393	single
7730	8.67347	Jasmine Hill	63.79806	no	7.15099	3.09386	47.36263	5.44019	18.71278	5.91285	47.36460	5.97184	8.15237	0.00000	6.21502	860-68-2281	single
7731	6.06268	Juan Lucas	59.86908	yes	7.98463	6.70745	41.18698	6.08641	91.70989	5.63031	33.22760	7.19265	7.87468	1.00000	6.16698	243-01-4689	widowed
7732	4.33087	David Cox	29.28699	no	6.86076	3.75683	29.51420	7.81739	32.27964	4.57146	63.93153	6.47953	5.71113	1.00000	6.43774	377-49-4964	single
7733	5.75515	Patrick Walker	105.67834	Y	7.45002	4.05972	55.43768	4.98211	82.06379	11.04606	62.53067	4.67670	8.83513	1.00000	9.29998	317-83-0875	married
7734	7.17237	Timothy Cobb	77.38053	Y	6.34183	5.59499	46.95290	4.46530	75.12551	9.57846	38.41236	6.36087	6.82052	1.00000	8.69874	357-08-7614	single
7735	4.24515	Curtis Davis	85.57396	yes	6.18752	1.89686	35.30172	6.42323	32.75596	5.83333	62.97449	7.07767	7.69054	1.00000	5.58396	173-06-9728	separated
7736	5.17578	Stephen Wolf	36.88393	Y	5.98671	2.57308	52.84442	6.23896	68.79704	6.25397	59.82771	7.36495	6.68972	1.00000	4.48898	197-09-7151	divoced
7737	8.19306	Andrew Torres	68.71284	no	8.18717	7.67129	49.40605	6.80782	33.50030	7.47317	44.08216	6.88299	5.09893	1.00000	6.81980	042-01-7489	divoced
7738	6.47894	Frank Knight	60.83007	no	7.82248	5.12765	50.17314	9.08882	84.38124	8.84854	55.60775	8.50207	7.79274	0.00000	4.50724	099-48-9431	widowed
7739	6.19147	Felicia Beard	74.15078	Y	8.41371	9.11756	66.56932	5.81948	90.56905	6.01925	45.30012	6.79566	8.20827	1.00000	7.79539	315-08-0826	nop
7740	4.74015	Emily Mccall	24.20717	Y	9.47582	23.32609	53.74762	5.91014	52.06198	6.48108	43.98979	7.35051	6.79150	1.00000	4.63049	245-96-4746	nop
7741	6.20952	Jennifer Hayes	150.21703	Y	6.95422	3.32202	56.27265	7.84807	78.59624	9.00610	54.18037	8.60840	5.54256	0.00000	5.23152	615-31-9085	divoced
7742	6.46119	Jon James	38.49817	no	6.97321	3.92392	43.72821	10.60448	84.97883	7.14026	78.17400	6.03272	6.13323	0.00000	5.11318	345-88-7421	married
7743	6.67155	Garrett Anderson	108.18404	Y	8.19706	9.24920	53.30282	5.26921	79.47263	6.23548	85.58946	7.83502	8.20693	1.00000	5.88595	192-75-3486	single
7744	5.09574	James Jackson	77.89543	no	6.51049	5.06446	50.66424	6.59360	67.55595	5.72364	75.40287	7.64116	6.86912	1.00000	5.21125	760-34-7499	married
